,Name,Year,Price,Mileage,Engine,Gearbox,Body,Location
192,"Land Rover Discovery, 2.5 td5",2002,178 000 Kč,257 000 km,"Nafta, 102 kW",Manuální,terénní,Královéhradecký
193,"Ford Mondeo, 2.0TDCi 132kW Titanium PANORAM",2018,499 000 Kč,126 403 km,"Nafta, 132 kW",Automatická,kombi,Vysočina
194,"Renault Megane, 1.4 TCe Turbo 130 ČR Servis",2010,59 000 Kč,203 889 km,"Benzín, 96 kW",Manuální,kombi,Jihomoravský
195,"Ford Focus, 1.6Tdci 85kw",2013,169 999 Kč,181 766 km,"Nafta, 85 kW",Manuální,kombi,Ústecký
196,"Ford Focus, 1.6Tdci 85kw",2013,149 999 Kč,283 900 km,"Nafta, 85 kW",Manuální,kombi,Ústecký
197,"Dacia Logan, 1,5Dci 63kw",2007,89 999 Kč,121 918 km,"Nafta, 63 kW",Manuální,kombi,Ústecký
198,"Volkswagen Golf, 1,4Tsi DSG",2009,159 999 Kč,204 830 km,"Benzín, 90 kW",Automatická,hatchback,Ústecký
199,"Ford C-Max, 1,0 EcoBoost 92kw",2013,179 999 Kč,136 599 km,"Benzín, 92 kW",Manuální,MPV,Ústecký
200,"BMW Řada 7, 735I 173kw",1996,139 999 Kč,207 607 km,"Benzín, 173 kW",Automatická,sedan,Ústecký
201,"Peugeot 206, 1,1 44kw",2003,24 999 Kč,209 072 km,"Benzín, 44 kW",Manuální,hatchback,Ústecký
202,"Mercedes-Benz Třída C, 180 Kompresor 105kw",2006,119 999 Kč,147 915 km,"Benzín, 105 kW",Automatická,sedan,Ústecký
203,"Daewoo Lanos, 1,6i 78kw EKO Zaplaceno",1998,29 999 Kč,28 834 km,"Benzín, 78 kW",Automatická,hatchback,Ústecký
204,"Škoda Fabia, 1,2HTP 44kw Klima",2008,59 999 Kč,221 134 km,"Benzín, 44 kW",Manuální,hatchback,Ústecký
205,"BMW Řada 5, 530d M-Paket, Nové ČR, DPH.",2011,298 000 Kč,349 000 km,"Nafta, 180 kW",Automatická,kombi,Středočeský
206,"Kia Venga, 1,4i 49 tis km - Servisní  kn",2013,209 000 Kč,49 372 km,"Benzín, 66 kW",Manuální,hatchback,Pardubický
207,"Fiat Cinquecento, 0,9i",1996,19 000 Kč,110 040 km,"Benzín, 29 kW",Manuální,hatchback,Pardubický
208,"Opel Astra, 1.0TSI ECOFLEX 77kW",2016,249 000 Kč,94 000 km,"Benzín, 77 kW",Manuální,hatchback,Karlovarský
209,"Audi RS6, 4.2 V8 bi-turbo,1.maj, DPH",2003,499 990 Kč,120 000 km,"Benzín, 331 kW",Automatická,sedan,Praha
210,"Hyundai i10, 1.2i 57kw ČR 2.Maj Klima",2008,72 000 Kč,95 185 km,"Benzín, 57 kW",Manuální,hatchback,Středočeský
211,"Citroen C4, 1.4i 65kw ČR Klima Centrál",2007,78 000 Kč,120 200 km,"Benzín, 65 kW",Manuální,hatchback,Středočeský
212,"Ford B-max, 1.0i 74kw ČR Klima Trend",2017,234 000 Kč,28 858 km,"Benzín, 74 kW",Manuální,hatchback,Středočeský
213,"Mercedes-Benz Třída C, 220CDi 125kw Navi Kůže Manu�",2008,179 000 Kč,263 100 km,"Nafta, 125 kW",Manuální,kombi,Středočeský
214,"Volvo XC70, 2.4D4 133kw 1.Maj Led Navi Ků",2015,470 000 Kč,167 500 km,"Nafta, 133 kW",Automatická,kombi,Středočeský
215,"BMW X3, 3.0d 190kw 1.Maj Kůže Navi",2011,395 000 Kč,199 000 km,"Nafta, 190 kW",Automatická,kombi,Středočeský
216,"Opel Agila, 1.0i 2.Maj Klima Centrál Serv",2009,74 000 Kč,179 830 km,"Benzín,",Manuální,hatchback,Středočeský
217,"Renault Clio, 1.2 16V ČR 1.maj.klima",2010,89 000 Kč,156 184 km,"Benzín, 55 kW",,VAN,Středočeský
218,"Nissan Patrol, GR Hard Top 3.0 DI ČR 1.maj",2008,399 900 Kč,83 035 km,"Nafta, 118 kW",Manuální,terénní,Moravskoslezský
219,"Volkswagen Transporter, 2.5 TDi 6míst 4x4 pojízdná",2009,359 900 Kč,170 585 km,"Nafta, 96 kW",Manuální,kombi,Moravskoslezský
220,"Škoda Fabia, 1.2 HTP Classic",2003,37 000 Kč,271 253 km,"Benzín, 40 kW",Manuální,hatchback,Praha
221,"Škoda Fabia, 1.2 12V CLASIC PLUS",2003,35 000 Kč,177 903 km,"Benzín, 47 kW",Manuální,kombi,Praha
222,"Škoda Citigo, 1.0 44 kW Ambition",2017,149 000 Kč,48 871 km,"Benzín, 44 kW",Manuální,hatchback,Praha
223,"Renault Clio, 1.2",2007,45 000 Kč,217 225 km,"Benzín, 55 kW",Manuální,hatchback,Praha
224,"Škoda Rapid, 1.6TDI 85kW ČR,1.MAJ.SER.KNIH",2018,254 990 Kč,164 129 km,"Nafta, 85 kW",,sedan,Praha
225,"Peugeot 407, 1.6 HDi / PANORAMA / TAŽNÉ /",2009,59 000 Kč,307 036 km,"Nafta, 80 kW",Manuální,kombi,Praha
226,"Subaru Forester, 2.0i X LPG ecomatic",2005,49 000 Kč,533 787 km,"Benzín, 92 kW",,kombi,Praha
227,"Hyundai i30, 1.6 CRDi / ČR / 1. MAJITEL /",2018,299 000 Kč,62 867 km,"Nafta, 81 kW",Manuální,kombi,Praha
228,"Renault Clio, 1.2i / ČR / AUTOMAT /",2009,79 000 Kč,152 158 km,"Benzín, 57 kW",Automatická,hatchback,Praha
229,"Audi A5, 3.0 TDI  QUATTRO",2014,99 900 Kč,200 000 km,"Nafta, 180 kW",Automatická,hatchback,Jihočeský
230,"Volkswagen Golf, 1.2 TSI / KLIMA",2010,59 900 Kč,180 000 km,"Nafta, 77 kW",Manuální,hatchback,Jihočeský
231,"Ford Focus, 1.6 TDCI",2011,49 900 Kč,320 000 km,"Nafta, 70 kW",Manuální,sedan,Jihočeský
232,"Opel Zafira, 1.8i 16V Cosmo 7 míst",2007,119 900 Kč,177 006 km,"Benzín, 103 kW",Manuální,MPV,Jihomoravský
233,"Škoda Fabia, 1.2 TSI Classic",2011,89 900 Kč,160 559 km,"Benzín, 63 kW",Manuální,kombi,Jihomoravský
234,"Opel Meriva, 1.6i 16V Digi Ac Alu",2005,59 900 Kč,164 826 km,"Benzín, 74 kW",Manuální,MPV,Jihomoravský
235,"Citroen C5, 1,6 HDi Tourer REZERVACE",2013,159 900 Kč,138 082 km,"Nafta, 84 kW",Manuální,kombi,Středočeský
236,"Volvo V60, 2,0T 149kW Xenony/Navi",2010,289 800 Kč,166 521 km,"Benzín, 149 kW",Manuální,kombi,Středočeský
237,"Škoda Yeti, 2.0TDi-AMBI-SERVISKA-DIGI KLIM",2016,279 000 Kč,118 600 km,"Nafta, 81 kW",Manuální,SUV,Královéhradecký
238,"Škoda Octavia, 1.4TSi-110KW-AMBI-NAVI-DIGI KL",2016,329 000 Kč,107 200 km,"Benzín, 110 kW",Manuální,kombi,Královéhradecký
239,"Peugeot 207, 1,4 SW",2008,69 000 Kč,225 000 km,"Benzín, 70 kW",Manuální,kombi,Jihočeský
240,"Ford Focus, 1,6 16V",2006,54 000 Kč,145 000 km,"Nafta, 80 kW",Manuální,kombi,Jihočeský
241,"Škoda Octavia, 1.6TDi 4x4 77kW",2011,129 000 Kč,263 000 km,"Nafta, 77 kW",Manuální,kombi,Středočeský
242,"Škoda Superb, 2,0tdi 140kw 4x4 DSG,navi,xeno",2018,420 000 Kč,180 087 km,"Nafta, 140 kW",Automatická,kombi,Praha
243,"Smart ForTwo, 1,0 TURBO KLIMA",2008,109 000 Kč,134 500 km,"Benzín, 62 kW",Automatická,kupé,Jihočeský
244,"Mercedes-Benz Ostatní, 300 CE 3.0i 132KW BEZ KOROZE",1989,169 000 Kč,340 000 km,"Benzín, 132 kW",,kupé,NEJNIŽŠÍ MOŽNÉ SPLÁTKY NA ÚVĚRY!!!
245,"Opel Zafira, 1.6 Turbo CNG  7-MÍST",2013,229 000 Kč,179 000 km,110 kW,Manuální,MPV,NEJNIŽŠÍ MOŽNÉ SPLÁTKY NA ÚVĚRY!!!
246,"Toyota Avensis, 2.0D4D 105KW ACTIVE",2016,349 900 Kč,101 000 km,"Nafta, 105 kW",Manuální,kombi,Pardubický
247,"Škoda Fabia, 1.2 HTP",2003,32 000 Kč,199 900 km,"Benzín, 40 kW",,hatchback,Pardubický
248,"Škoda Superb, 2.0 TDi 103 Kw",2008,148 000 Kč,281 798 km,"Nafta, 103 kW",Manuální,limuzína,Středočeský
249,"Kia Carens, 2.0CRDi 103kW",2007,69 000 Kč,168 984 km,"Nafta, 103 kW",Manuální,MPV,Středočeský
250,"Nissan Maxima, 3.5 i",2014,259 000 Kč,34 500 km,"Benzín, 216 kW",Automatická,sedan,Moravskoslezský
251,"Honda Civic, 1.4i 61kW KLIMA",2006,89 000 Kč,164 686 km,"Benzín, 61 kW",Manuální,Hatchback,Středočeský
252,"Volkswagen Eos, 1,4 TSI 90 kW KLIMA",2009,144 500 Kč,173 550 km,"Benzín, 90 kW",Manuální,Kabriolet,Středočeský
253,"Fiat Barchetta, 1,8i 16V 96kW",2000,149 500 Kč,166 431 km,"Benzín, 96 kW",Manuální,Kabriolet,Středočeský
254,"Hyundai ix20, 1.6 CVVT 92kW TAŽNÉ",2013,174 000 Kč,137 086 km,"Benzín, 92 kW",Manuální,Hatchback,Středočeský
255,"Mercedes-Benz Třída M, ML 300CDi 4 MATIC",2010,285 000 Kč,282 921 km,"Nafta, 150 kW",Automatická,SUV,
256,"Land Rover Discovery, V 3.0 SD6 HSE CZ 306 HP",2019,1 199 900 Kč,95 294 km,"Nafta, 225 kW",Automatická,SUV,Praha
257,"Škoda Fabia, 1.2 HTP Classic Combi",2004,54 900 Kč,216 571 km,"Benzín, 47 kW",Manuální,kombi,Olomoucký
258,"Mercedes-Benz GL, 350 CDI AMG, Designo",2013,1 099 000 Kč,108 299 km,"Nafta, 190 kW",Automatická,SUV,Olomoucký
259,"Mercedes-Benz SL, 500 AMG PAKET",2012,1 350 000 Kč,54 727 km,"Benzín, 320 kW",Automatická,kabriolet,Olomoucký
260,"Ford Focus, 1.6 TDCI,ČR.,SERVISKA",2012,159 000 Kč,119 000 km,"Nafta, 70 kW",Manuální,kombi,Praha
261,"Hyundai i20, 1.2i ČR,SERVISKA,KLIMA",2014,109 000 Kč,170 000 km,"Benzín, 62 kW",Manuální,hatchback,Praha
262,"Audi A6, 2.0TDi Xenon Sportline",2006,129 000 Kč,288 842 km,"Nafta, 103 kW",Manuální,sedan,Jihomoravský
263,"Seat Leon, 1.9 TDI 77Kw Referenc",2008,99 800 Kč,190 600 km,"Nafta, 77 kW",Manuální,hatchback,Jihočeský
264,"Volkswagen Golf, 1,4i 3 dvř.  55kw",2005,79 900 Kč,147 500 km,"Benzín, 55 kW",Manuální,hatchback,Jihočeský
265,"Peugeot 206, 1.4i,STK 9/2022,aut.klima",2011,84 000 Kč,130 096 km,"Benzín, 54 kW",Manuální,hatchback,Plzeňský
266,"Volkswagen Touran, 1.4TSi 103kW STK09/23,klima",2010,134 800 Kč,190 385 km,"Benzín, 103 kW",Manuální,MPV,Plzeňský
267,"Opel Astra, Combi 1.6CDTi 81kW ČR I.Majit",2017,272 000 Kč,135 025 km,"Nafta, 81 kW",Manuální,kombi,Vysočina
268,"Suzuki Jimny, 1.3i 16V 4x4 Klima Tažné",2005,135 000 Kč,175 000 km,"Benzín, 63 kW",Manuální,terénní,Vysočina
269,"Volkswagen Touareg, V6 3.0 TDI BMT 8TT",2017,699 900 Kč,134 759 km,"Nafta, 193 kW",Automatická,SUV,Středočeský
270,"MINI Cooper, Mini Cooper S",2009,149 900 Kč,179 575 km,"Benzín, 128 kW",Manuální,hatchback,Středočeský
271,"Alfa Romeo 159, 1,9JTD 110kw, bez koroze",2009,64 000 Kč,284 370 km,"Nafta, 110 kW",Manuální,sedan,Vysočina
272,"Volkswagen Touareg, 3,0TDi 165kw manual, bez koroz",2007,180 000 Kč,332 574 km,"Nafta, 165 kW",Manuální,SUV,Vysočina
273,"Škoda Rapid, 1.4TDi 66kW JOY",2016,253 000 Kč,50 000 km,"Nafta, 66 kW",Manuální,hatchback,Ústecký
274,"MINI Cooper, 1.6 88kW/Bi-xenon/ESP/Klima",2006,99 900 Kč,249 056 km,"Benzín, 88 kW",Manuální,hatchback,Zlínský
275,"Audi A3, 1.6 Attraction",2007,116 900 Kč,126 890 km,"Benzín, 75 kW",Manuální,hatchback,Jihočeský
276,"Škoda Octavia, II KOMBI 1.8 TSi",2009,179 900 Kč,80 501 km,"Benzín, 118 kW",Manuální,kombi,Moravskoslezský
277,"Škoda Fabia, II 1.4 Elegance",2007,128 900 Kč,150 247 km,"Benzín, 63 kW",Manuální,hatchback,Moravskoslezský
278,"Volkswagen Passat, Kombi 2.0 TDi",2011,229 900 Kč,183 773 km,"Nafta, 103 kW",Automatická,kombi,Moravskoslezský
279,"Škoda Octavia, III Kombi 2.0 TDi DSG",2014,289 900 Kč,193 388 km,"Nafta, 110 kW",Automatická,kombi,Moravskoslezský
280,"Škoda Octavia, 1.8 Turbo AUTOMAT",2003,69 900 Kč,191 001 km,"Benzín, 110 kW",Automatická,hatchback,Praha
281,"Volvo S60, 2,4D ČR  Sevisní kniha",2003,54 900 Kč,312 001 km,"Nafta, 96 kW",Manuální,sedan,Praha
282,"Ford Galaxy, 2,0 103kW TDCi Ghia 2xkola",2007,119 900 Kč,228 001 km,"Nafta, 103 kW",Manuální,kombi,Praha
283,"Škoda Octavia, 1.8 TSI DSG LAURIN&KLEMENT",2009,199 900 Kč,189 001 km,"Benzín, 118 kW",Automatická,hatchback,Praha
284,"Opel Kadett, 1,7D NAJ.95000 km  VETERÁN",1991,24 900 Kč,95 001 km,"Nafta, 42 kW",Manuální,sedan,Praha
285,"Ford Mondeo, 2.0 TDCi 130k Futura X",2006,44 900 Kč,277 001 km,"Nafta, 96 kW",Manuální,kombi,Praha
286,"Renault Thalia, 1.4i 72kw NOVÉ V ČR",2001,22 999 Kč,288 000 km,"Benzín, 72 kW",,limuzína,Královéhradecký
287,"Ford Fusion, 1.4i 59kw 8x KOLA",2007,71 999 Kč,120 400 km,"Benzín, 59 kW",Manuální,hatchback,Královéhradecký
288,"Peugeot 5008, 1.6i 16V 7 MIST PANORAMA",2010,179 999 Kč,149 800 km,"Benzín, 115 kW",Manuální,kombi,Královéhradecký
289,"Dacia Logan, 1.4  kW 55",2005,24 900 Kč,206 200 km,"Benzín, 55 kW",Manuální,sedan,Královéhradecký
290,"Chevrolet Spark, 0.8 i",2005,27 900 Kč,97 200 km,"Benzín, 38 kW",Manuální,hatchback,Královéhradecký
291,"Citroen BX, 1,6i TGI",1992,99 900 Kč,174 000 km,"Benzín, 65 kW",Manuální,hatchback,Plzeňský
292,"Seat Ibiza, 1.6 TDi 66KW garance km",2010,79 000 Kč,161 646 km,"Nafta, 66 kW",,hatchback,Vysočina
293,"Škoda Yeti, 1.2 TSI 77 kW Active",2014,240 000 Kč,173 657 km,"Benzín, 77 kW",Manuální,MPV,Vysočina
294,"Mazda 6, 2.0 MZD-CD 100KW Exlusive",2005,49 000 Kč,255 593 km,"Nafta, 100 kW",Manuální,liftback,Vysočina
295,"Hyundai i10, 1.1 cool sport,klima",2009,69 000 Kč,131 798 km,"Benzín, 48 kW",Manuální,hatchback,Vysočina
296,"Ford Mustang, GT cabrio, , kůže, automat",2016,1 099 990 Kč,22 000 km,"Benzín, 310 kW",Automatická,kabriolet,Středočeský
297,"Suzuki Vitara, 1,6VVT Elegance AT AllGrip",2015,409 900 Kč,96 200 km,"Benzín, 88 kW",Automatická,SUV,Praha
298,"Škoda Octavia, III 1.6 TDI Ambition",2016,215 000 Kč,163 000 km,"Nafta, 66 kW",,kombi,Praha
299,"Volvo V60, CROSS COUNTRY 2.0 D3 Summum,Au",2016,465 000 Kč,119 000 km,"Nafta, 110 kW",Automatická,kombi,Praha
300,"Dacia Sandero, 1.2i + LPG",2014,139 000 Kč,82 000 km,"Benzín, 55 kW",Manuální,hatchback,Vysočina
301,"Hyundai ix35, 1.7 CRDi Trikolor",2011,258 000 Kč,111 000 km,"Nafta, 85 kW",Manuální,SUV,Vysočina
302,"Opel Vivaro, 1.6 CDTi BUS",2015,379 000 Kč,185 000 km,"Nafta, 88 kW",Manuální,kombi,Vysočina
303,"Opel Meriva, 1.3 CDTi ECOFLEX",2011,139 000 Kč,158 000 km,"Nafta, 70 kW",Manuální,MPV,Vysočina
304,"Škoda Rapid, 1.6 TDi ELEGANCE",2014,189 000 Kč,158 000 km,"Nafta, 77 kW",Manuální,kombi,Vysočina
305,"Peugeot 3008, 1.6 BlueHDi",2017,489 000 Kč,93 000 km,"Nafta, 88 kW",Manuální,SUV,Vysočina
306,"Audi Q5, 2.0 TDi Quatro",2009,269 000 Kč,224 000 km,"Nafta, 125 kW",Manuální,SUV,Vysočina
307,"Opel Mokka, 1.6i ENJOY+",2014,283 000 Kč,73 000 km,"Benzín, 85 kW",Manuální,MPV,Vysočina
308,"Hyundai ix35, 2.0 16v DOHC 4 x 4 - PRODÁNO",,0 Kč,156 726 km,"Benzín,",,suv,Královéhradecký
309,"Volkswagen Polo, 1.2i United 2009 Klima Top",2009,84 900 Kč,133 621 km,"Benzín, 44 kW",Manuální,hatchback,Karlovarský
310,"Hyundai ix35, 1.7CRDI 4x2 Trikolor ČR",2011,219 900 Kč,124 855 km,"Nafta, 85 kW",Manuální,kombi,Karlovarský
311,"Hyundai ix35, 2.0CRDI 135kW 4x4 Trikolor DPH",2012,274 000 Kč,65 412 km,"Nafta, 135 kW",Manuální,kombi,Karlovarský
312,"BMW Řada 5, E60 525d 130kW Manuál",2004,154 900 Kč,271 524 km,"Nafta, 130 kW",Manuální,sedan,Karlovarský
313,"Ford Fusion, 1.4i Trend Klima 2011",2011,109 900 Kč,142 100 km,"Benzín, 59 kW",Manuální,kombi,Karlovarský
314,"Audi A3, 1.6i Klima Attraction",2007,89 900 Kč,162 650 km,"Benzín, 75 kW",Manuální,hatchback,Karlovarský
315,"Audi TT, 1.8i Turbo.132kw.Ex.stav",2002,130 000 Kč,208 304 km,"Benzín, 132 kW",Manuální,kabriolet,Středočeský
316,"Mitsubishi Carisma, 1.8i.Klima.Rozvody.Závěs",2003,49 000 Kč,212 369 km,"Benzín, 90 kW",Manuální,hatchback,Středočeský
317,"Citroen C3, 1.4i.Klima.Ex.stav",2004,50 000 Kč,146 623 km,"Benzín, 54 kW",Manuální,hatchback,Středočeský
318,"Volkswagen Polo, 1.4MPI.Klima.5dv.Rozvody",2000,39 000 Kč,111 906 km,"Benzín, 44 kW",,hatchback,Středočeský
319,"Volvo S40, 1.6i.80kw.Klima.100tis.km",2000,45 000 Kč,100 523 km,"Benzín, 80 kW",Manuální,sedan,Středočeský
320,"Volkswagen Golf, 1.6i.Klima.Rozvody.S.kn",1998,42 000 Kč,218 651 km,"Benzín, 74 kW",Manuální,hatchback,Středočeský
321,"Fiat Panda, 1.1i.S.kn.Rozvody.Ex.stav",2005,50 000 Kč,117 131 km,"Benzín, 40 kW",Manuální,hatchback,Středočeský
322,"BMW Řada 5, 525i.141kw.Klima.S.kn",2001,75 000 Kč,265 310 km,"Benzín, 141 kW",,sedan,Středočeský
323,"Volkswagen Passat, 1.8i.118kw.Navi.6.kvalt",2008,140 000 Kč,175 562 km,"Benzín, 118 kW",Manuální,kombi,Středočeský
324,"Ford Mondeo, 2.5i.GHIA.klima.S,kn,Ex.stav",2001,42 000 Kč,232 491 km,"Benzín, 125 kW",Manuální,kombi,Středočeský
325,"Land Rover Discovery, 3 TDV6 HSE.2.7TDI.Ex.stav",2006,199 000 Kč,215 220 km,"Nafta, 140 kW",Automatická,SUV,Středočeský
326,"Citroen Xsara, 1.6i Exclusive.Klima.S.kn.",2001,22 000 Kč,165 027 km,"Benzín, 80 kW",Manuální,hatchback,Středočeský
327,"Mazda CX-3, 2.0i Skyactive-G121Navi Blueto",2018,425 000 Kč,41 370 km,"Benzín, 89 kW",Manuální,SUV,
328,"Renault Megane, 1.9dCi GT-Line Navi Digi Klima",2011,145 000 Kč,166 169 km,"Nafta, 96 kW",Manuální,hatchback,
329,"Nissan Qashqai, 1.6i DIG-T Navi Kamera",2017,399 000 Kč,121 304 km,"Benzín, 120 kW",Manuální,SUV,
330,"BMW Řada 3, 316 TI",2003,69 000 Kč,163 405 km,"Benzín, 85 kW",Manuální,hatchback,Liberecký
331,"Audi A5, 2.0 TFSi Quattro",2012,309 000 Kč,232 000 km,"Benzín, 155 kW",Automatická,kupé,Liberecký
332,"Mercedes-Benz SLK, 200 Cabrio",1999,79 000 Kč,227 000 km,"Benzín, 100 kW",,kabriolet,Liberecký
333,"Volkswagen Tiguan, 2.0 TSI 4Motion Panorama",2012,329 000 Kč,209 000 km,"Benzín, 147 kW",Automatická,kombi,Liberecký
334,"Mercedes-Benz Třída B, C 270 CDI",2002,49 900 Kč,264 000 km,"Nafta, 125 kW",Manuální,sedan,Moravskoslezský
335,"Citroen C3, 1.4 HDi 50kW KLIMATIZACE",2007,69 000 Kč,176 730 km,"Nafta, 50 kW",Manuální,hatchback,Plzeňský
336,"Fiat Ducato, 2.3 MJT 96kW / BUS 9 MÍST",2015,409 000 Kč,213 840 km,"Nafta, 96 kW",Manuální,VAN,Plzeňský
337,"Opel Agila, 1.0i Edition ECO Flex, 48kW, T",2010,94 900 Kč,66 946 km,"Benzín, 48 kW",Manuální,kombi,Jihočeský
338,"BMW X3, 3.0d Automat",2005,104 000 Kč,312 500 km,"Nafta, 150 kW",Automatická,kombi,Středočeský
339,"Porsche 911, 3.8 TURBO ČR PDK",2016,3 896 200 Kč,12 744 km,"Benzín, 397 kW",Automatická,kupé,Praha
340,"Audi A6, 3.0TDI S-LINE-QUT-KUŽE-NAVI-X",2008,189 990 Kč,255 488 km,"Nafta, 171 kW",Automatická,kombi,Praha
341,"Toyota Corolla, 1,8TS Hybrid,1.maj.serv.kn,DPH",2019,530 000 Kč,77 100 km,"Hybrid, 72 kW",Automatická,kombi,Jihočeský
342,"Audi Q5, 2.0 TDI 125 KW Bi-XEN ZÁRUKA",2011,408 000 Kč,132 598 km,"Nafta, 125 kW",Manuální,SUV,Jihočeský
343,"Volkswagen Tiguan, 2.0 TDI 103 KW Sport & Sty",2013,348 000 Kč,152 545 km,"Nafta, 103 kW",Manuální,SUV,Jihočeský
344,"Volkswagen Golf Plus, 1.6 TDI 77 KW NAVIGACE Záruka",2011,188 000 Kč,144 598 km,"Nafta, 77 kW",Manuální,MPV,Jihočeský
345,"Audi A4, 2.0 TDI 105 KW KŮŽE ZÁRUKA",2010,268 000 Kč,144 298 km,"Nafta, 105 kW",Automatická,kombi,Jihočeský
346,"Volkswagen Tiguan, 2.0 TDi 110kw 4x4 Dsg Záruka",2015,458 000 Kč,143 519 km,"Nafta, 110 kW",Automatická,SUV,Jihočeský
347,"Volkswagen Touran, 2.0 TDi 110kW,,HIGHLINE,,ZÁRU",2018,518 000 Kč,120 915 km,"Nafta, 110 kW",Manuální,MPV,Jihočeský
348,"Mazda 6, 2.0 DiD WGN",2007,39 900 Kč,299 000 km,"Nafta, 89 kW",Manuální,kombi,Královéhradecký
349,"Renault Scenic, 1.5DCi,77kW,Navigace",2007,29 900 Kč,260 000 km,"Nafta, 78 kW",Manuální,MPV,Praha
350,"Mazda CX-7, 2.2 D 4x4 navigace/nové rozvo",2010,165 000 Kč,134 683 km,"Nafta, 127 kW",Manuální,SUV,Jihomoravský
351,"Škoda Roomster, 1,2 tsi  Scout",2010,109 000 Kč,233 000 km,"Benzín, 77 kW",Manuální,kombi,Středočeský
352,"Škoda Octavia, 1.9TDi 74KW 4x4",2002,69 000 Kč,209 300 km,"Nafta, 74 kW",Manuální,kombi,Pardubický
353,"Škoda Fabia, 1.4i 16V",2005,69 000 Kč,141 000 km,"Benzín, 55 kW",,hatchback,Ústecký
354,"Peugeot 206, 1,1i Klimatizace",2005,54 900 Kč,114 204 km,"Benzín, 44 kW",,hatchback,Vysočina
355,"Citroen C4, 1.6VTi,88kW,1majČR,automat,se",2013,259 900 Kč,56 000 km,"Benzín, 88 kW",Automatická,hatchback,Středočeský
356,"Volkswagen Touareg, 3.0TDI-210kW-ELEGANCE-VIRTUÁL",2019,1 391 500 Kč,139 500 km,"Nafta, 210 kW",Automatická,SUV,Praha
357,"Cadillac SRX, 4- 3.0.i-4x4-automat",2010,339 000 Kč,243 560 km,"Benzín, 198 kW",Automatická,SUV,Praha
358,"Volkswagen Ostatní, 2.0 TDI DPF COMFORTLINE VARIAN",2009,95 000 Kč,243 500 km,"Nafta, 103 kW",Manuální,kombi,Jihomoravský
359,"Volkswagen Golf, 1.9 TDI bez DPF Rozvody,olej,2",2005,99 000 Kč,220 000 km,"Nafta, 77 kW",Manuální,hatchback,Vysočina
360,"Škoda Fabia, 1.4 50 kW CZ Historie",2001,49 900 Kč,281 321 km,"Benzín, 50 kW",Manuální,kombi,Královéhradecký
361,"Subaru Outback, 3.6R  Top výbava",2018,1 049 000 Kč,39 500 km,"Benzín, 188 kW",Automatická,kombi,Praha
362,"Volkswagen Tiguan, 2.0TDi 103kW 4MOT DSG -NAVI",2011,299 900 Kč,157 799 km,"Nafta, 103 kW",Automatická,SUV,Pardubický
363,"Škoda Ostatní, 2.0 TDI 140 kW Style 4x4 DSG",2018,789 000 Kč,83 800 km,"Nafta, 140 kW",Automatická,SUV,Moravskoslezský
364,"Opel Corsa, 1.4i, S.kniha, 90234 km",2010,119 990 Kč,90 234 km,"Benzín, 64 kW",Manuální,hatchback,Plzeňský
365,"Seat Leon, 1.6 TDi 81kw Style",2015,298 500 Kč,99 499 km,"Nafta, 81 kW",Manuální,kombi,Moravskoslezský
366,"Volkswagen Jetta, 1.6 MPI",2006,89 900 Kč,109 073 km,"Benzín, 75 kW",,sedan,Pardubický
367,"Renault Twingo, 1.2 i",2000,33 000 Kč,147 934 km,"Benzín, 43 kW",,hatchback,Pardubický
368,"Volkswagen Golf, 1.4 16V",2007,79 900 Kč,152 787 km,"Benzín, 59 kW",Manuální,hatchback,Pardubický
369,"Peugeot 207, 1.4 16V LPG",2009,109 900 Kč,248 745 km,"Benzín, 70 kW",,hatchback,Pardubický
370,"Hyundai Tucson, 2,0 I 104kW",2005,109 900 Kč,165 366 km,"Benzín, 104 kW",,SUV,Ústecký
371,"Škoda Yeti, 1.2 TSI 77kW, ACTIVE, TZ",2012,199 900 Kč,178 386 km,"Benzín, 77 kW",Manuální,SUV,Ústecký
372,"Peugeot 508, SW 2.0 BlueHDi 150k",,249 000 Kč,198 000 km,"Nafta, 110 kW",Manuální,kombi,Jihomoravský
373,"Ford Ostatní, 1.4 16v  59kw Eco-Sport  11/20",2008,89 000 Kč,149 900 km,"Benzín, 59 kW",Manuální,kombi,Jihomoravský
374,"Volkswagen Tiguan, Allspace 2.0 TDi Top stav",,630 000 Kč,151 500 km,"Nafta, 110 kW",Automatická,MPV,Jihomoravský
375,"Fiat Freemont, 2.0 MultiJet 125 kW BLACK CODE",2013,299 000 Kč,180 829 km,"Nafta, 125 kW",Automatická,SUV,Pardubický
376,"Volkswagen Lupo, 1.0 MPI",2002,37 000 Kč,145 538 km,"Benzín, 37 kW",Manuální,hatchback,Ústecký
377,"Land Rover Range Rover, 4.4 TDI 230KW",2010,379 900 Kč,370 987 km,"Nafta, 230 kW",Automatická,terénní,Ústecký
378,"Škoda Fabia, 1.2 TSI 82.000 km, serviska",2011,129 900 Kč,81 891 km,"Benzín, 63 kW",,hatchback,Pardubický
379,"Audi A6, 2.0 TDI multitronic Avant",2011,199 900 Kč,242 932 km,"Nafta, 125 kW",Automatická,kombi,Pardubický
380,"Citroen C3, 1,1i, serviska",2008,69 900 Kč,107 675 km,"Benzín, 44 kW",Manuální,hatchback,Pardubický
